NUM  NAME                      ORIGIN
926  ERR_BADCHANNEL            InspIRCd 
936  ERR_WORDFILTERED          InspIRCd 
937  ERR_ALREADYCHANFILTERED   InspIRCd 2.0 
938  ERR_NOSUCHCHANFILTER      InspIRCd 2.0 
939  ERR_CHANFILTERFULL        InspIRCd 2.0 
940  RPL_ENDOFSPAMFILTER       InspIRCd 
941  RPL_SPAMFILTER            InspIRCd 
942  ERR_INVALIDWATCHNICK      InspIRCd 
944  RPL_IDLETIMESET           InspIRCd 
945  RPL_NICKLOCKOFF           InspIRCd 
946  ERR_NICKNOTLOCKED         InspIRCd 
947  RPL_NICKLOCKON            InspIRCd 
948  ERR_INVALIDIDLETIME       InspIRCd 
950  RPL_UNSILENCED            InspIRCd 
951  RPL_SILENCED              InspIRCd 
952  ERR_SILENCE               InspIRCd 
953  RPL_ENDOFEXEMPTIONLIST    InspIRCd 
954  RPL_EXEMPTIONLIST         InspIRCd 
960  RPL_ENDOFPROPLIST         InspIRCd 
961  RPL_PROPLIST              InspIRCd 
972  ERR_CANNOTDOCOMMAND       Unreal 
972  ERR_CANTUNLOADMODULE      InspIRCd 
973  RPL_UNLOADEDMODULE        InspIRCd 
974  ERR_CANNOTCHANGECHANMODE  Unreal 
974  ERR_CANTLOADMODULE        InspIRCd 
975  RPL_LOADEDMODULE          InspIRCd 
975  ERR_LASTERROR             Nefarious 
988  RPL_SERVLOCKON            InspIRCd 
989  RPL_SERVLOCKOFF           InspIRCd 
990  RPL_DCCALLOWSTART         InspIRCd 
991  RPL_DCCALLOWLIST          InspIRCd 
992  RPL_DCCALLOWEND           InspIRCd 
993  RPL_DCCALLOWTIMED         InspIRCd 
994  RPL_DCCALLOWPERMANENT     InspIRCd 
995  RPL_DCCALLOWREMOVED       InspIRCd 
996  ERR_DCCALLOWINVALID       InspIRCd 
997  RPL_DCCALLOWEXPIRED       InspIRCd 
998  ERR_UNKNOWNDCCALLOWCMD    InspIRCd 
998  RPL_DCCALLOWHELP          InspIRCd 
999  RPL_ENDOFDCCALLOWHELP     InspIRCd 2.0 
999  ERR_NUMERIC_ERR           Bahamut 
